0,20,0.0,0.0,0.1,0.1,0.5,1
1,18,0.0,0.1,0.1,0.1,0.5,1
2,16,0.0,0.2,0.1,0.1,0.5,1
3,14,0.0,0.30000000000000004,0.1,0.1,0.5,1
4,12,0.0,0.4,0.1,0.1,0.5,1
5,10,0.0,0.5,0.1,0.1,0.5,1
6,7,0.0,0.6000000000000001,0.1,0.1,0.5,1
7,5,0.0,0.7000000000000001,0.1,0.1,0.5,1
8,3,0.0,0.8,0.1,0.1,0.5,1
9,1,0.0,0.9,0.1,0.1,0.5,1
10,21,0.1,0.0,0.1,0.1,0.5,1
11,19,0.1,0.1,0.1,0.1,0.5,1
12,17,0.1,0.2,0.1,0.1,0.5,1
13,15,0.1,0.30000000000000004,0.1,0.1,0.5,1
14,13,0.1,0.4,0.1,0.1,0.5,1
15,11,0.1,0.5,0.1,0.1,0.5,1
16,8,0.1,0.6000000000000001,0.1,0.1,0.5,1
17,6,0.1,0.7000000000000001,0.1,0.1,0.5,1
18,4,0.1,0.8,0.1,0.1,0.5,1
19,2,0.1,0.9,0.1,0.1,0.5,1
20,22,0.2,0.0,0.1,0.1,0.5,1
21,20,0.2,0.1,0.1,0.1,0.5,1
22,18,0.2,0.2,0.1,0.1,0.5,1
23,16,0.2,0.30000000000000004,0.1,0.1,0.5,1
24,14,0.2,0.4,0.1,0.1,0.5,1
25,12,0.2,0.5,0.1,0.1,0.5,1
26,9,0.2,0.6000000000000001,0.1,0.1,0.5,1
27,7,0.2,0.7000000000000001,0.1,0.1,0.5,1
28,5,0.2,0.8,0.1,0.1,0.5,1
29,3,0.2,0.9,0.1,0.1,0.5,1
30,23,0.30000000000000004,0.0,0.1,0.1,0.0,2
31,21,0.30000000000000004,0.1,0.1,0.1,0.5714285714285714,22
32,19,0.30000000000000004,0.2,0.1,0.1,0.5625,33
33,17,0.30000000000000004,0.30000000000000004,0.1,0.1,0.5000000000000002,25
34,15,0.30000000000000004,0.4,0.1,0.1,0.6666666666666666,4
35,13,0.30000000000000004,0.5,0.1,0.1,0.5,1
36,10,0.30000000000000004,0.6000000000000001,0.1,0.1,0.5,1
37,8,0.30000000000000004,0.7000000000000001,0.1,0.1,0.5,1
38,7,0.30000000000000004,0.8,0.1,0.1,0.5,1
39,5,0.30000000000000004,0.9,0.1,0.1,0.5,1
40,24,0.4,0.0,0.1,0.1,0.4054054054054053,38
